[2025-08-23 22:03:54.108] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:03:54.770] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:03:55.430] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"14qo3uypv7lmce0ewcvxe89w4"}}
[2025-08-23 22:20:22.538] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":189,"TS":"2025-08-23T17:50:20.780","TID":12,"PID":1,"M":19,"S":56,"PLID":224117,"PLUUID":"73xu8dfkmgivh8l71hkqfe6sp","PN":"V. Gy\u00f6keres","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":3.7,"Y":39.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.9"]},{"I":141,"V":["44.9"]},{"I":212,"V":["25.71426"]},{"I":213,"V":["0.1539857"]}]}}}
[2025-08-23 22:20:23.687] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":146,"TS":"2025-08-23T17:50:23.480","TID":61,"PID":1,"M":19,"S":58,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":70.2,"Y":67.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 22:20:26.911] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":190,"TS":"2025-08-23T17:50:26.557","TID":61,"PID":1,"M":20,"S":1,"PLID":224117,"PLUUID":"73xu8dfkmgivh8l71hkqfe6sp","PN":"V. Gy\u00f6keres","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":40.5,"Y":9.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 22:20:26.973] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":147,"TS":"2025-08-23T17:50:26.668","TID":45,"PID":1,"M":20,"S":1,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":58.3,"Y":91,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:20:30.628] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":139,"TS":"2025-08-23T17:49:04.391","TID":15,"PID":1,"M":18,"S":39,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":87.8,"Y":30.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":233,"V":["183"]},{"I":372,"V":["b4470vhd4oyhcmed7f58q5yxa"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["138"]},{"I":368,"V":["b1htd346g1hrzxnujwskygcob"]},{"I":102,"V":["52.8"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0508"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["89.7"]},{"I":147,"V":["33.8"]},{"I":230,"V":["3.19230769230769"]},{"I":231,"V":["55.0555555555556"]}]}}}
[2025-08-23 22:20:37.230] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":148,"TS":"2025-08-23T17:50:29.48","TID":1,"PID":1,"M":20,"S":4,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":38.4,"Y":92.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.4"]},{"I":141,"V":["57.0"]},{"I":212,"V":["34.80276"]},{"I":213,"V":["3.902689"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000141"]}]}}}
[2025-08-23 22:20:40.423] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":149,"TS":"2025-08-23T17:50:36.984","TID":1,"PID":1,"M":20,"S":12,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":22,"Y":39.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.8"]},{"I":141,"V":["7.9"]},{"I":212,"V":["33.71792"]},{"I":213,"V":["5.594827"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00002174"]}]}}}
[2025-08-23 22:20:40.626] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":191,"TS":"2025-08-23T17:50:20.749","TID":44,"PID":1,"M":19,"S":56,"PLID":224117,"PLUUID":"73xu8dfkmgivh8l71hkqfe6sp","PN":"V. Gy\u00f6keres","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":4.2,"Y":38.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:20:40.823] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":150,"TS":"2025-08-23T17:50:40.199","TID":44,"PID":1,"M":20,"S":15,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":46.7,"Y":7.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:20:41.439] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":192,"TS":"2025-08-23T17:50:41.149","TID":62,"PID":1,"M":20,"S":16,"PLID":0,"PLUUID":"9bigrwy1225zce0pql5ig8gl","PN":"A. Stuivenberg","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:20:42.638] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":151,"TS":"2025-08-23T17:50:41.800","TID":1,"PID":1,"M":20,"S":17,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":40.4,"Y":7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["55.2"]},{"I":141,"V":["8.4"]},{"I":212,"V":["15.56913"]},{"I":213,"V":["0.0611848"]}]}}}
[2025-08-23 22:20:45.687] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":193,"TS":"2025-08-23T17:50:42.429","TID":1,"PID":1,"M":20,"S":17,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":42.4,"Y":85.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64.9"]},{"I":141,"V":["76.9"]},{"I":212,"V":["24.32178"]},{"I":213,"V":["6.043242"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:20:50.469] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":152,"TS":"2025-08-23T17:50:46.792","TID":1,"PID":1,"M":20,"S":22,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":33.5,"Y":28.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.3"]},{"I":141,"V":["45.2"]},{"I":212,"V":["14.96073"]},{"I":213,"V":["2.272723"]},{"I":318,"V":["0.00000314"]}]}}}
[2025-08-23 22:20:52.277] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":153,"TS":"2025-08-23T17:50:50.104","TID":1,"PID":1,"M":20,"S":25,"PLID":222694,"PLUUID":"b275i2lg3anqae5lv9gmrzmqx","PN":"P. Struijk","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":24.8,"Y":48,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.4"]},{"I":141,"V":["29.7"]},{"I":212,"V":["13.00544"]},{"I":213,"V":["5.007293"]},{"I":318,"V":["0.00000363"]}]}}}
[2025-08-23 22:20:53.092] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":154,"TS":"2025-08-23T17:50:51.895","TID":1,"PID":1,"M":20,"S":27,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":29.2,"Y":28.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.7"]},{"I":141,"V":["28.2"]},{"I":212,"V":["7.876174"]},{"I":213,"V":["6.265917"]},{"I":318,"V":["0.00000901"]}]}}}
[2025-08-23 22:20:57.106] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":155,"TS":"2025-08-23T17:50:52.808","TID":1,"PID":1,"M":20,"S":28,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":36.8,"Y":30,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.8"]},{"I":141,"V":["61.2"]},{"I":212,"V":["22.81838"]},{"I":213,"V":["1.947787"]},{"I":318,"V":["0.00000638"]}]}}}
[2025-08-23 22:20:58.484] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":156,"TS":"2025-08-23T17:50:56.855","TID":1,"PID":1,"M":20,"S":32,"PLID":222694,"PLUUID":"b275i2lg3anqae5lv9gmrzmqx","PN":"P. Struijk","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":28.3,"Y":63.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.1"]},{"I":141,"V":["66.1"]},{"I":212,"V":["8.378659"]},{"I":213,"V":["0.2126105"]},{"I":318,"V":["0.00000928"]}]}}}
[2025-08-23 22:21:00.151] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":157,"TS":"2025-08-23T17:50:58.216","TID":1,"PID":1,"M":20,"S":33,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":35.9,"Y":65.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.2"]},{"I":141,"V":["52.7"]},{"I":212,"V":["11.29765"]},{"I":213,"V":["4.040205"]},{"I":318,"V":["0.00000564"]}]}}}
[2025-08-23 22:21:03.896] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":158,"TS":"2025-08-23T17:50:59.768","TID":1,"PID":1,"M":20,"S":35,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":29.7,"Y":51.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.9"]},{"I":141,"V":["36.5"]},{"I":212,"V":["13.8521"]},{"I":213,"V":["5.484106"]},{"I":318,"V":["0.00001541"]}]}}}
[2025-08-23 22:21:07.057] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":194,"TS":"2025-08-23T17:50:40.662","TID":44,"PID":1,"M":20,"S":15,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":52.2,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:21:07.558] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":159,"TS":"2025-08-23T17:51:03.543","TID":1,"PID":1,"M":20,"S":38,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":40.2,"Y":35.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["57.8"]},{"I":141,"V":["5.0"]},{"I":212,"V":["27.77873"]},{"I":213,"V":["5.440227"]},{"I":318,"V":["0.0000778"]}]}}}
[2025-08-23 22:21:09.261] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":195,"TS":"2025-08-23T17:51:07.439","TID":1,"PID":1,"M":20,"S":42,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":52.2,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["62.3"]},{"I":141,"V":["96"]},{"I":212,"V":["10.68341"]},{"I":213,"V":["0.1212319"]}]}}}
[2025-08-23 22:21:09.655] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":160,"TS":"2025-08-23T17:51:07.160","TID":1,"PID":1,"M":20,"S":42,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":54.6,"Y":6.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.5"]},{"I":141,"V":["19.8"]},{"I":212,"V":["13.01705"]},{"I":213,"V":["2.395044"]},{"I":318,"V":["0.0000336"]}]}}}
[2025-08-23 22:21:14.045] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":161,"TS":"2025-08-23T17:51:09.448","TID":1,"PID":1,"M":20,"S":44,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":44.3,"Y":16.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["59.7"]},{"I":141,"V":["13.7"]},{"I":212,"V":["16.25215"]},{"I":213,"V":["6.182598"]},{"I":318,"V":["0.00011715"]}]}}}
[2025-08-23 22:21:18.079] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":162,"TS":"2025-08-23T17:51:13.751","TID":1,"PID":1,"M":20,"S":49,"PLID":235826,"PLUUID":"6ka58mn83rknx80e4y2jk3949","PN":"J. Piroe","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":65.6,"Y":15,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["73.0"]},{"I":141,"V":["10.3"]},{"I":212,"V":["8.401626"]},{"I":213,"V":["5.892954"]},{"I":318,"V":["0.00045502"]}]}}}
[2025-08-23 22:21:25.699] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":163,"TS":"2025-08-23T17:51:17.768","TID":1,"PID":1,"M":20,"S":53,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":95.2,"Y":24.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["97.0"]},{"I":141,"V":["43.6"]},{"I":212,"V":["13.19209"]},{"I":213,"V":["1.427034"]}]}}}
[2025-08-23 22:21:26.497] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":196,"TS":"2025-08-23T17:51:24.911","TID":5,"PID":1,"M":21,"S":0,"PLID":154561,"PLUUID":"4iijb6llnz28unsz4rirr3umt","PN":"David Raya","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":-0.9,"Y":67.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 22:21:41.346] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":164,"TS":"2025-08-23T17:51:41.64","TID":86,"PID":1,"M":21,"S":16,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":97,"Y":42.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:21:51.092] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":143,"TS":"2025-08-23T17:49:43.208","TID":15,"PID":1,"M":19,"S":18,"PLID":222694,"PLUUID":"b275i2lg3anqae5lv9gmrzmqx","PN":"P. Struijk","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":91.2,"Y":47.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":233,"V":["186"]},{"I":372,"V":["1t5zyc3lj3l8848alx4du4ro3"]},{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":79,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["142"]},{"I":368,"V":["3uq9xnan658y878r4pcc2uo5y"]},{"I":102,"V":["50.8"]},{"I":103,"V":["32.2784810126582"]},{"I":321,"V":["0.0631"]},{"I":328,"V":["NULL"]},{"I":327,"V":["1"]},{"I":326,"V":["2"]},{"I":146,"V":["99.3"]},{"I":147,"V":["49.5"]},{"I":322,"V":["0.0984"]}]}}}
[2025-08-23 22:21:54.324] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":186,"TS":"2025-08-23T17:49:43.308","TID":10,"PID":1,"M":19,"S":18,"PLID":154561,"PLUUID":"4iijb6llnz28unsz4rirr3umt","PN":"David Raya","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":1.2,"Y":50.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":181,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["143"]},{"I":372,"V":["qc5puldywdkgukiq8ep9dmzu"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 22:22:04.359] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":165,"TS":"2025-08-23T17:52:04.88","TID":5,"PID":1,"M":21,"S":39,"PLID":492859,"PLUUID":"9z2j13bl5yh4i1vyofautc9yi","PN":"W. Gnonto","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":101.1,"Y":35.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 22:22:04.746] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":192,"TS":"2025-08-23T17:50:41.149","TID":43,"PID":1,"M":20,"S":16,"PLID":0,"PLUUID":"9bigrwy1225zce0pql5ig8gl","PN":"A. Stuivenberg","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":144,"V":["62"]}]}}}
[2025-08-23 22:22:06.176] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":197,"TS":"2025-08-23T17:52:02.463","TID":1,"PID":1,"M":21,"S":37,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":5,"Y":63,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.1"]},{"I":141,"V":["51.5"]},{"I":212,"V":["8.070466"]},{"I":213,"V":["4.462602"]},{"I":318,"V":["0.00000036"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 22:22:20.832] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":198,"TS":"2025-08-23T17:52:18.816","TID":1,"PID":1,"M":21,"S":54,"PLID":154561,"PLUUID":"4iijb6llnz28unsz4rirr3umt","PN":"David Raya","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":7.8,"Y":48.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.2"]},{"I":141,"V":["46.3"]},{"I":212,"V":["18.34275"]},{"I":213,"V":["6.194095"]},{"I":318,"V":["0.00000218"]}]}}}
[2025-08-23 22:22:24.028] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":199,"TS":"2025-08-23T17:52:20.608","TID":1,"PID":1,"M":21,"S":55,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":25.1,"Y":45.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.6"]},{"I":141,"V":["9.8"]},{"I":212,"V":["24.48563"]},{"I":213,"V":["4.690946"]},{"I":318,"V":["0.00000194"]}]}}}
[2025-08-23 22:22:25.048] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":200,"TS":"2025-08-23T17:52:23.648","TID":1,"PID":1,"M":21,"S":58,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":24.5,"Y":9.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.7"]},{"I":141,"V":["19.4"]},{"I":212,"V":["11.65892"]},{"I":213,"V":["0.5942829"]},{"I":318,"V":["0.00000478"]}]}}}
[2025-08-23 22:22:32.082] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":201,"TS":"2025-08-23T17:52:24.640","TID":1,"PID":1,"M":21,"S":59,"PLID":223340,"PLUUID":"8tc7dcuwdeqbjgt7vw5p38xgq","PN":"B. Saka","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":33.7,"Y":19.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.2"]},{"I":141,"V":["22.5"]},{"I":212,"V":["14.33089"]},{"I":213,"V":["2.993962"]},{"I":318,"V":["0.00000148"]}]}}}
[2025-08-23 22:22:37.096] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":202,"TS":"2025-08-23T17:52:31.872","TID":1,"PID":1,"M":22,"S":7,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":24.8,"Y":34.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["19.4"]},{"I":141,"V":["54.9"]},{"I":212,"V":["15.11201"]},{"I":213,"V":["1.955407"]},{"I":318,"V":["0.00000149"]}]}}}
