[2025-08-23 22:14:37.940] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:14:38.606] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:14:39.256] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cj1crau6yj93nnyk80lzjpes4"}}
[2025-08-23 22:23:38.760] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":192,"TS":"2025-08-23T17:53:38.108","TID":5,"PID":1,"M":19,"S":34,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":25.5,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:23:43.767] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":176,"TS":"2025-08-23T17:53:40.649","TID":5,"PID":1,"M":19,"S":37,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":72.2,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:23:43.995] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":177,"TS":"2025-08-23T17:53:43.536","TID":62,"PID":1,"M":19,"S":40,"PLID":0,"PLUUID":"9n01jv4ax6oajlez2q16u23v8","PN":"F. Conti","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:23:51.169] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":178,"TS":"2025-08-23T17:53:48.632","TID":1,"PID":1,"M":19,"S":45,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":77.1,"Y":101.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["101.0"]},{"I":141,"V":["91.1"]},{"I":212,"V":["25.99998"]},{"I":213,"V":["6.018569"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:24:04.584] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":179,"TS":"2025-08-23T17:53:50.813","TID":5,"PID":1,"M":19,"S":47,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":101,"Y":91.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 22:24:04.634] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":193,"TS":"2025-08-23T17:53:50.701","TID":5,"PID":1,"M":19,"S":47,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":-0.5,"Y":9.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 22:24:10.298] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":180,"TS":"2025-08-23T17:54:09.939","TID":61,"PID":1,"M":20,"S":6,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":70.9,"Y":85.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-23 22:24:15.485] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":194,"TS":"2025-08-23T17:54:12.388","TID":1,"PID":1,"M":20,"S":9,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":4.9,"Y":60.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["2.4"]},{"I":141,"V":["50"]},{"I":212,"V":["7.607248"]},{"I":213,"V":["4.36008"]},{"I":318,"V":["0.00000049"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 22:24:19.663] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":195,"TS":"2025-08-23T17:54:15.122","TID":1,"PID":1,"M":20,"S":11,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":3.7,"Y":49.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["52"]},{"I":141,"V":["31.8"]},{"I":212,"V":["52.13941"]},{"I":213,"V":["6.048901"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00008197"]}]}}}
[2025-08-23 22:24:20.076] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":196,"TS":"2025-08-23T17:54:19.387","TID":44,"PID":1,"M":20,"S":16,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":52.2,"Y":31.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:24:20.272] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":181,"TS":"2025-08-23T17:54:19.560","TID":44,"PID":1,"M":20,"S":16,"PLID":647210,"PLUUID":"dfsb8uzowi737si30le6gjaxg","PN":"Tiago Gabriel","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":45,"Y":64.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:24:21.466] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":182,"TS":"2025-08-23T17:54:19.976","TID":1,"PID":1,"M":20,"S":16,"PLID":647210,"PLUUID":"dfsb8uzowi737si30le6gjaxg","PN":"Tiago Gabriel","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":45.1,"Y":64.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["53.3"]},{"I":141,"V":["47.9"]},{"I":212,"V":["14.19687"]},{"I":213,"V":["5.364005"]}]}}}
[2025-08-23 22:24:23.069] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":197,"TS":"2025-08-23T17:54:21.544","TID":1,"PID":1,"M":20,"S":18,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":50.1,"Y":46.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["55.2"]},{"I":141,"V":["49.9"]},{"I":212,"V":["5.806166"]},{"I":213,"V":["0.3968181"]},{"I":318,"V":["0.00018197"]}]}}}
[2025-08-23 22:24:25.081] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":198,"TS":"2025-08-23T17:54:22.747","TID":1,"PID":1,"M":20,"S":19,"PLID":494779,"PLUUID":"biuovem90utcyzda58nixtaay","PN":"A. Gr\u00f8nb\u00e6k","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":56.3,"Y":51.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["57.2"]},{"I":141,"V":["65.2"]},{"I":212,"V":["9.566788"]},{"I":213,"V":["1.471856"]},{"I":318,"V":["0.00025698"]}]}}}
[2025-08-23 22:24:27.081] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":199,"TS":"2025-08-23T17:54:24.715","TID":1,"PID":1,"M":20,"S":21,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":58,"Y":67.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["70.8"]},{"I":141,"V":["91.5"]},{"I":212,"V":["21.24697"]},{"I":213,"V":["0.885941"]},{"I":318,"V":["0.00043626"]}]}}}
[2025-08-23 22:24:28.899] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":200,"TS":"2025-08-23T17:54:26.700","TID":1,"PID":1,"M":20,"S":23,"PLID":234369,"PLUUID":"eh9sh9aa10zrp80l6e4l0c7h1","PN":"Aar\u00f3n Mart\u00edn","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":73,"Y":92.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["85.3"]},{"I":141,"V":["49.1"]},{"I":212,"V":["31.96521"]},{"I":213,"V":["5.12831"]}]}}}
[2025-08-23 22:24:30.287] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":183,"TS":"2025-08-23T17:54:29.192","TID":12,"PID":1,"M":20,"S":25,"PLID":647210,"PLUUID":"dfsb8uzowi737si30le6gjaxg","PN":"Tiago Gabriel","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":14.7,"Y":53.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.9"]},{"I":141,"V":["39.4"]},{"I":212,"V":["17.58113"]},{"I":213,"V":["5.724719"]}]}}}
[2025-08-23 22:24:31.940] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":201,"TS":"2025-08-23T17:54:30.949","TID":1,"PID":1,"M":20,"S":27,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":73.8,"Y":59.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.5"]},{"I":141,"V":["43.4"]},{"I":212,"V":["11.61298"]},{"I":213,"V":["4.409401"]}]}}}
[2025-08-23 22:24:33.386] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":202,"TS":"2025-08-23T17:54:33.59","TID":45,"PID":1,"M":20,"S":29,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":68.4,"Y":43.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:24:33.730] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":184,"TS":"2025-08-23T17:54:33.531","TID":49,"PID":1,"M":20,"S":30,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":32.7,"Y":60.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:24:39.958] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":185,"TS":"2025-08-23T17:54:33.928","TID":1,"PID":1,"M":20,"S":30,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":33.1,"Y":60.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["71.2"]},{"I":141,"V":["89.3"]},{"I":212,"V":["44.45205"]},{"I":213,"V":["0.4511219"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0004508"]}]}}}
[2025-08-23 22:24:41.181] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":186,"TS":"2025-08-23T17:54:39.656","TID":1,"PID":1,"M":20,"S":36,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":78.9,"Y":90.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["92.2"]},{"I":141,"V":["77.6"]},{"I":212,"V":["16.38389"]},{"I":213,"V":["5.732874"]}]}}}
[2025-08-23 22:24:44.583] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":203,"TS":"2025-08-23T17:54:42.824","TID":1,"PID":1,"M":20,"S":39,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":2.6,"Y":14.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.6"]},{"I":141,"V":["-1.6"]},{"I":212,"V":["16.78139"]},{"I":213,"V":["5.561709"]}]}}}
[2025-08-23 22:24:44.772] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":204,"TS":"2025-08-23T17:54:44.214","TID":5,"PID":1,"M":20,"S":40,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":14.6,"Y":-1.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:24:49.794] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":187,"TS":"2025-08-23T17:54:45.560","TID":5,"PID":1,"M":20,"S":42,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":81.6,"Y":101.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:24:52.325] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":188,"TS":"2025-08-23T17:54:49.576","TID":1,"PID":1,"M":20,"S":46,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":78.5,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["64.3"]},{"I":141,"V":["96.3"]},{"I":212,"V":["15.3886"]},{"I":213,"V":["3.391646"]},{"I":318,"V":["0.00008033"]}]}}}
[2025-08-23 22:24:53.168] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":189,"TS":"2025-08-23T17:54:52.103","TID":1,"PID":1,"M":20,"S":48,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":65,"Y":95.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["64.6"]},{"I":141,"V":["82.2"]},{"I":212,"V":["8.917895"]},{"I":213,"V":["4.665275"]},{"I":318,"V":["0.00029995"]}]}}}
[2025-08-23 22:24:54.941] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":190,"TS":"2025-08-23T17:54:52.871","TID":1,"PID":1,"M":20,"S":49,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":64.6,"Y":82.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["64.5"]},{"I":141,"V":["94.7"]},{"I":212,"V":["8.500648"]},{"I":213,"V":["1.583149"]},{"I":318,"V":["0.000172"]}]}}}
[2025-08-23 22:24:57.220] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":191,"TS":"2025-08-23T17:54:54.584","TID":1,"PID":1,"M":20,"S":51,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":66,"Y":93.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["59.0"]},{"I":141,"V":["80.3"]},{"I":212,"V":["11.75988"]},{"I":213,"V":["4.03725"]},{"I":318,"V":["0.00019298"]}]}}}
[2025-08-23 22:24:57.941] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":164,"TS":"2025-08-23T17:52:23.897","TID":43,"PID":1,"M":18,"S":20,"PLID":647210,"PLUUID":"dfsb8uzowi737si30le6gjaxg","PN":"Tiago Gabriel","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":25.7,"Y":61.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":[null]},{"I":144,"V":["44"]}]}}}
[2025-08-23 22:25:00.674] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":192,"TS":"2025-08-23T17:54:56.808","TID":1,"PID":1,"M":20,"S":53,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":59,"Y":80.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["62.2"]},{"I":141,"V":["93.3"]},{"I":212,"V":["9.457019"]},{"I":213,"V":["1.20757"]},{"I":318,"V":["0.00013858"]}]}}}
[2025-08-23 22:25:01.082] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":193,"TS":"2025-08-23T17:55:00.327","TID":1,"PID":1,"M":20,"S":56,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":59.4,"Y":92.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["63.4"]},{"I":141,"V":["89.6"]},{"I":212,"V":["4.669219"]},{"I":213,"V":["5.831031"]}]}}}
[2025-08-23 22:25:03.457] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":205,"TS":"2025-08-23T17:55:03.188","TID":74,"PID":1,"M":20,"S":59,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":42.4,"Y":18,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:25:07.649] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":194,"TS":"2025-08-23T17:55:05.543","TID":1,"PID":1,"M":21,"S":2,"PLID":647210,"PLUUID":"dfsb8uzowi737si30le6gjaxg","PN":"Tiago Gabriel","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":42.9,"Y":65.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.5"]},{"I":141,"V":["54.3"]},{"I":212,"V":["49.56173"]},{"I":213,"V":["6.123351"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:25:08.821] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":206,"TS":"2025-08-23T17:55:08.422","TID":49,"PID":1,"M":21,"S":5,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":9.1,"Y":42.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:25:14.936] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":207,"TS":"2025-08-23T17:55:09.563","TID":1,"PID":1,"M":21,"S":6,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":9.2,"Y":42.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.2"]},{"I":141,"V":["61.7"]},{"I":212,"V":["14.31307"]},{"I":213,"V":["1.115023"]},{"I":318,"V":["0.00000066"]}]}}}
[2025-08-23 22:25:19.080] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":208,"TS":"2025-08-23T17:55:14.672","TID":1,"PID":1,"M":21,"S":11,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":12.8,"Y":59.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["3"]},{"I":141,"V":["49.4"]},{"I":212,"V":["12.52452"]},{"I":213,"V":["3.748198"]},{"I":318,"V":["0.00000018"]}]}}}
[2025-08-23 22:25:21.885] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":209,"TS":"2025-08-23T17:55:18.688","TID":1,"PID":1,"M":21,"S":15,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":7.3,"Y":46.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["49.9"]},{"I":141,"V":["54.5"]},{"I":212,"V":["45.02756"]},{"I":213,"V":["0.1150276"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00007241"]}]}}}
[2025-08-23 22:25:22.083] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":210,"TS":"2025-08-23T17:55:21.516","TID":44,"PID":1,"M":21,"S":18,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":49.8,"Y":54.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:25:22.294] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":195,"TS":"2025-08-23T17:55:21.576","TID":44,"PID":1,"M":21,"S":18,"PLID":520242,"PLUUID":"6udrxynn6611j9tjm258iu80k","PN":"Kialonda Gaspar","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":51.8,"Y":46.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:25:23.691] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":196,"TS":"2025-08-23T17:55:21.943","TID":1,"PID":1,"M":21,"S":18,"PLID":520242,"PLUUID":"6udrxynn6611j9tjm258iu80k","PN":"Kialonda Gaspar","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":52.5,"Y":46.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["62.5"]},{"I":141,"V":["48.8"]},{"I":212,"V":["10.62607"]},{"I":213,"V":["0.1541948"]}]}}}
