[2025-08-23 23:27:32.048] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 23:27:32.706] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 23:27:33.369] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"49e80e647ljijc5bz8tqc2l0"}}
[2025-08-23 23:52:15.267] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":400,"TS":"2025-08-23T19:22:14.929","TID":63,"PID":1,"M":51,"S":0,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":2.6,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:52:15.851] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":401,"TS":"2025-08-23T19:22:15.521","TID":52,"PID":1,"M":51,"S":1,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":2.6,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 23:52:15.878] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":416,"TS":"2025-08-23T19:22:14.421","TID":44,"PID":1,"M":51,"S":0,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.3,"Y":56.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:52:16.064] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":417,"TS":"2025-08-23T19:22:14.997","TID":39,"PID":1,"M":51,"S":0,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.3,"Y":56.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-23 23:52:18.443] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":417,"TS":"2025-08-23T19:22:14.997","TID":15,"PID":1,"M":51,"S":0,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.3,"Y":56.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0794"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 23:52:22.040] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":417,"TS":"2025-08-23T19:22:14.997","TID":15,"PID":1,"M":51,"S":0,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.3,"Y":56.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["415"]},{"I":368,"V":["d978ql5s9rte05ft8mocmffko"]},{"I":102,"V":["50.5729564553094"]},{"I":103,"V":["13.2911392405063"]},{"I":321,"V":["0.0794"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["50.9027777777778"]},{"I":322,"V":["0.0251"]}]}}}
[2025-08-23 23:52:32.054] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":400,"TS":"2025-08-23T19:22:14.929","TID":10,"PID":1,"M":51,"S":0,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":2.6,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:52:32.105] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":417,"TS":"2025-08-23T19:22:14.829","TID":15,"PID":1,"M":51,"S":0,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":90.3,"Y":56.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":233,"V":["400"]},{"I":372,"V":["5gwy7htozp0ark4zydbgqlmpa"]},{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["415"]},{"I":368,"V":["d978ql5s9rte05ft8mocmffko"]},{"I":102,"V":["50.5729564553094"]},{"I":103,"V":["13.2911392405063"]},{"I":321,"V":["0.0794"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["50.9027777777778"]},{"I":322,"V":["0.0251"]}]}}}
[2025-08-23 23:52:32.293] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":400,"TS":"2025-08-23T19:22:14.929","TID":10,"PID":1,"M":51,"S":0,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":2.6,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["417"]},{"I":372,"V":["3ji5q4nu3wahqyr9xtp5olotz"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:52:34.092] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":402,"TS":"2025-08-23T19:22:33.801","TID":30,"PID":1,"M":51,"S":19,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":100,"Y":100,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"PEND":1,"Q":[{"I":57,"V":["0"]}]}}}
[2025-08-23 23:52:34.465] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":418,"TS":"2025-08-23T19:22:33.801","TID":30,"PID":1,"M":51,"S":19,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":0,"Y":0,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":57,"V":["0"]}]}}}
[2025-08-23 23:54:26.823] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":356,"TS":"2025-08-23T19:14:48.806","TID":43,"PID":1,"M":43,"S":34,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":45.5,"Y":5.19999980926514,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":56,"V":["Back"]},{"I":144,"V":["8"]}]}}}
[2025-08-23 23:55:00.511] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":360,"TS":"2025-08-23T19:14:54.199","TID":43,"PID":1,"M":43,"S":40,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":57.2999992370605,"Y":9.5,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["59.5"]},{"I":141,"V":["16.9"]},{"I":212,"V":["5.536888"]},{"I":213,"V":["1.140432"]},{"I":318,"V":["0.00015814"]},{"I":144,"V":["1"]}]}}}
[2025-08-23 23:58:21.532] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":296,"TS":"2025-08-23T19:11:55.601","TID":43,"PID":1,"M":40,"S":41,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":27.6,"Y":4.3,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"PEND":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":[null]},{"I":144,"V":["45"]}]}}}
[2025-08-23 23:58:31.176] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":336,"TS":"2025-08-23T19:12:05.240","TID":43,"PID":1,"M":40,"S":51,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":69.3000030517578,"Y":86.6999969482422,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":399,"V":["488662"]},{"I":144,"V":["83"]}]}}}
[2025-08-24 00:01:15.984] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":23,"TS":"2025-08-23T18:33:23.235","TID":43,"PID":1,"M":2,"S":9,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":35.2000007629395,"Y":17.5,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":144,"V":["49"]}]}}}
[2025-08-24 00:09:21.088] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":424,"TS":"2025-08-23T19:39:20.597","TID":18,"PID":2,"M":45,"S":0,"PLID":522785,"PLUUID":"clrlsy05spf55w39f84b7p3sa","PN":"John Donald","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":15.9,"Y":41,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Defender"]},{"I":59,"V":["18"]}]}}}
[2025-08-24 00:09:21.493] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":425,"TS":"2025-08-23T19:39:20.598","TID":19,"PID":2,"M":45,"S":0,"PLID":437463,"PLUUID":"8nbnru9t2qxaotxw0hiaocdt5","PN":"V\u00edctor Chust","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":15.9,"Y":41,"STAT":{"CPID":1,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"PEND":1,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["4zaj38jqss0m9b46mftj1wkf3"]},{"I":145,"V":["6"]},{"I":59,"V":["23"]},{"I":292,"V":["4"]},{"I":293,"V":["5"]},{"I":44,"V":["Defender"]},{"I":55,"V":["424"]}]}}}
[2025-08-24 00:09:36.595] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":426,"TS":"2025-08-23T19:39:36.225","TID":32,"PID":2,"M":45,"S":0,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":100,"Y":100,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":127,"V":["Right to Left"]}]}}}
[2025-08-24 00:09:38.382] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":405,"TS":"2025-08-23T19:39:36.225","TID":32,"PID":2,"M":45,"S":0,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":0,"Y":0,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":127,"V":["Left to Right"]}]}}}
[2025-08-24 00:09:41.584] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":406,"TS":"2025-08-23T19:39:36.226","TID":1,"PID":2,"M":45,"S":0,"PLID":143877,"PLUUID":"6akzpi6rd6qq0ke07ojnhpoet","PN":"A. S\u00f8rloth","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":50.1,"Y":50.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.3"]},{"I":141,"V":["31.4"]},{"I":212,"V":["20.90274"]},{"I":213,"V":["3.795562"]},{"I":279,"V":["S"]},{"I":318,"V":["0.0000178"]}]}}}
[2025-08-24 00:09:42.791] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":407,"TS":"2025-08-23T19:39:41.215","TID":1,"PID":2,"M":45,"S":4,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":34.3,"Y":31.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45"]},{"I":141,"V":["8.2"]},{"I":212,"V":["19.36769"]},{"I":213,"V":["5.331228"]},{"I":318,"V":["0.00002122"]}]}}}
[2025-08-24 00:09:45.441] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":408,"TS":"2025-08-23T19:39:42.415","TID":1,"PID":2,"M":45,"S":6,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":45,"Y":8.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.2"]},{"I":141,"V":["4"]},{"I":212,"V":["17.2481"]},{"I":213,"V":["6.116836"]},{"I":318,"V":["0.00009522"]}]}}}
[2025-08-24 00:09:47.818] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":409,"TS":"2025-08-23T19:39:45.167","TID":1,"PID":2,"M":45,"S":8,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":61.2,"Y":4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["69.2"]},{"I":141,"V":["15.1"]},{"I":212,"V":["11.29302"]},{"I":213,"V":["0.7320253"]},{"I":318,"V":["0.00044377"]}]}}}
[2025-08-24 00:09:48.627] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":427,"TS":"2025-08-23T19:39:48.362","TID":61,"PID":2,"M":45,"S":12,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":32.9,"Y":95.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-24 00:09:49.999] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":410,"TS":"2025-08-23T19:39:47.487","TID":1,"PID":2,"M":45,"S":11,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":69.2,"Y":15.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["97"]},{"I":141,"V":["16"]},{"I":212,"V":["29.19641"]},{"I":213,"V":["0.02096301"]},{"I":318,"V":["0.00247984"]}]}}}
[2025-08-24 00:09:53.605] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":411,"TS":"2025-08-23T19:39:49.679","TID":1,"PID":2,"M":45,"S":13,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":97.2,"Y":16,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["86.9"]},{"I":141,"V":["81.8"]},{"I":212,"V":["46.03249"]},{"I":213,"V":["1.807956"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-24 00:09:56.440] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":428,"TS":"2025-08-23T19:39:56.176","TID":49,"PID":2,"M":45,"S":19,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":13.6,"Y":17.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:09:57.840] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":429,"TS":"2025-08-23T19:39:56.416","TID":1,"PID":2,"M":45,"S":20,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":13.6,"Y":17.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.7"]},{"I":141,"V":["28.6"]},{"I":212,"V":["7.602776"]},{"I":213,"V":["1.276543"]},{"I":318,"V":["0.00000065"]}]}}}
[2025-08-24 00:09:59.623] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":430,"TS":"2025-08-23T19:39:57.504","TID":1,"PID":2,"M":45,"S":21,"PLID":484741,"PLUUID":"z0qe6u5fvgrjy0jzk1qhbgq2","PN":"Marc Aguado","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":15.7,"Y":28.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["11.6"]},{"I":141,"V":["26.3"]},{"I":212,"V":["4.580297"]},{"I":213,"V":["3.490065"]},{"I":318,"V":["0.00000041"]}]}}}
[2025-08-24 00:10:00.249] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":431,"TS":"2025-08-23T19:39:59.315","TID":1,"PID":2,"M":45,"S":23,"PLID":437463,"PLUUID":"8nbnru9t2qxaotxw0hiaocdt5","PN":"V\u00edctor Chust","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":11.5,"Y":26.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["43.5"]},{"I":141,"V":["45.8"]},{"I":212,"V":["36.12185"]},{"I":213,"V":["0.3758796"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-24 00:10:03.206] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":412,"TS":"2025-08-23T19:39:59.344","TID":1,"PID":2,"M":45,"S":23,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":53,"Y":59,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["52"]},{"I":141,"V":["95"]},{"I":212,"V":["24.50251"]},{"I":213,"V":["1.613662"]},{"I":318,"V":["0.00004168"]}]}}}
[2025-08-24 00:10:03.418] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":413,"TS":"2025-08-23T19:40:02.944","TID":49,"PID":2,"M":45,"S":26,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":52,"Y":95,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:10:08.217] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":414,"TS":"2025-08-23T19:40:03.839","TID":1,"PID":2,"M":45,"S":27,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":52,"Y":95,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.8"]},{"I":141,"V":["75.6"]},{"I":212,"V":["19.90821"]},{"I":213,"V":["3.865932"]},{"I":318,"V":["0.0000194"]}]}}}
[2025-08-24 00:10:12.849] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":415,"TS":"2025-08-23T19:40:07.839","TID":1,"PID":2,"M":45,"S":31,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":37.8,"Y":75.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.4"]},{"I":141,"V":["39.7"]},{"I":212,"V":["24.56417"]},{"I":213,"V":["4.823757"]},{"I":318,"V":["0.00003075"]}]}}}
[2025-08-24 00:10:15.237] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":416,"TS":"2025-08-23T19:40:12.575","TID":1,"PID":2,"M":45,"S":36,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":52.6,"Y":23,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["55.5"]},{"I":141,"V":["3.8"]},{"I":212,"V":["13.40639"]},{"I":213,"V":["4.941519"]},{"I":318,"V":["0.00006655"]}]}}}
[2025-08-24 00:10:22.040] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":417,"TS":"2025-08-23T19:40:14.879","TID":1,"PID":2,"M":45,"S":38,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":51.5,"Y":6.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.2"]},{"I":141,"V":["23.5"]},{"I":212,"V":["20.76812"]},{"I":213,"V":["2.539407"]},{"I":318,"V":["0.00001436"]}]}}}
