[2025-08-17 21:01:28.187] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 21:01:28.910] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 21:01:29.626] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74h5os2atpg4gkrdbrss9gefo"}}
[2025-08-17 21:23:42.619] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":336,"TS":"2025-08-17T16:53:39.331","TID":1,"PID":1,"M":38,"S":29,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":35.7,"Y":67.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.6"]},{"I":141,"V":["96.5"]},{"I":212,"V":["22.85942"]},{"I":213,"V":["1.046425"]},{"I":318,"V":["0.00002462"]}]}}}
[2025-08-17 21:23:44.052] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":337,"TS":"2025-08-17T16:53:43.35","TID":1,"PID":1,"M":38,"S":33,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":55.2,"Y":97.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.8"]},{"I":141,"V":["74.6"]},{"I":212,"V":["21.85168"]},{"I":213,"V":["5.489956"]}]}}}
[2025-08-17 21:23:45.452] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":375,"TS":"2025-08-17T16:53:44.673","TID":1,"PID":1,"M":38,"S":34,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":23.9,"Y":21.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.9"]},{"I":141,"V":["8.2"]},{"I":212,"V":["25.83592"]},{"I":213,"V":["5.91993"]}]}}}
[2025-08-17 21:23:52.273] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":338,"TS":"2025-08-17T16:53:48.59","TID":1,"PID":1,"M":38,"S":38,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":53,"Y":84.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.6"]},{"I":141,"V":["60.5"]},{"I":212,"V":["23.7249"]},{"I":213,"V":["3.900164"]},{"I":318,"V":["0.00002709"]}]}}}
[2025-08-17 21:23:56.861] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":339,"TS":"2025-08-17T16:53:52.827","TID":1,"PID":1,"M":38,"S":43,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":36.4,"Y":59.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.7"]},{"I":141,"V":["42.2"]},{"I":212,"V":["15.39367"]},{"I":213,"V":["5.399558"]},{"I":318,"V":["0.00005529"]}]}}}
[2025-08-17 21:23:59.658] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":340,"TS":"2025-08-17T16:53:57.299","TID":1,"PID":1,"M":38,"S":47,"PLID":247389,"PLUUID":"ebx4h86svfnvegspalqgxqfah","PN":"E. Owusu","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":45,"Y":41.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.3"]},{"I":141,"V":["57.9"]},{"I":212,"V":["10.88456"]},{"I":213,"V":["1.541852"]},{"I":318,"V":["0.00005932"]}]}}}
[2025-08-17 21:24:03.678] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":341,"TS":"2025-08-17T16:54:00.83","TID":1,"PID":1,"M":38,"S":50,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":45.7,"Y":58.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55"]},{"I":141,"V":["97.1"]},{"I":212,"V":["27.81448"]},{"I":213,"V":["1.212076"]},{"I":318,"V":["0.00007725"]}]}}}
[2025-08-17 21:24:06.879] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":342,"TS":"2025-08-17T16:54:04.204","TID":1,"PID":1,"M":38,"S":54,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":54.5,"Y":97.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["52.4"]},{"I":141,"V":["79.2"]},{"I":212,"V":["12.43703"]},{"I":213,"V":["4.534153"]},{"I":318,"V":["0.00009028"]}]}}}
[2025-08-17 21:24:09.794] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":343,"TS":"2025-08-17T16:54:07.412","TID":1,"PID":1,"M":38,"S":57,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":51,"Y":74.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.9"]},{"I":141,"V":["32.6"]},{"I":212,"V":["29.25822"]},{"I":213,"V":["4.528326"]},{"I":318,"V":["0.00008473"]}]}}}
[2025-08-17 21:24:14.680] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":344,"TS":"2025-08-17T16:54:10.228","TID":1,"PID":1,"M":39,"S":0,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":49.1,"Y":31.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["68.7"]},{"I":141,"V":["5.5"]},{"I":212,"V":["27.22033"]},{"I":213,"V":["5.56965"]},{"I":318,"V":["0.00032162"]}]}}}
[2025-08-17 21:24:17.287] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":345,"TS":"2025-08-17T16:54:15.76","TID":1,"PID":1,"M":39,"S":5,"PLID":509284,"PLUUID":"1i1kglybnprrm3qliag8citm2","PN":"J. Casimir","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":72.5,"Y":2.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["90"]},{"I":141,"V":["1.4"]},{"I":212,"V":["18.38519"]},{"I":213,"V":["6.249891"]}]}}}
[2025-08-17 21:24:19.958] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":346,"TS":"2025-08-17T16:54:20.453","TID":86,"PID":1,"M":39,"S":10,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":87.7,"Y":1.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:24:21.900] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":376,"TS":"2025-08-17T16:54:22.419","TID":86,"PID":1,"M":39,"S":12,"PLID":651819,"PLUUID":"5c2zuz7f53hvqn5be1k2nddsk","PN":"A. Kouassi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":19.9,"Y":93.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 21:24:46.574] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":347,"TS":"2025-08-17T16:50:07.421","TID":1,"PID":1,"M":34,"S":57,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":20.6,"Y":53.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.8"]},{"I":141,"V":["73.7"]},{"I":212,"V":["13.92911"]},{"I":213,"V":["1.480214"]},{"I":318,"V":["0.00000187"]}]}}}
[2025-08-17 21:25:08.669] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":377,"TS":"2025-08-17T16:55:05.284","TID":1,"PID":1,"M":39,"S":55,"PLID":194188,"PLUUID":"a065rtv2lfh0rso33dfuah4ut","PN":"B. Kamara","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":14.3,"Y":90.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["14.3"]},{"I":141,"V":["90.9"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 21:25:09.888] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":348,"TS":"2025-08-17T16:55:09.437","TID":1,"PID":1,"M":39,"S":59,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":23.3,"Y":3.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["30.8"]},{"I":141,"V":["4.9"]},{"I":212,"V":["7.910444"]},{"I":213,"V":["0.09470002"]}]}}}
[2025-08-17 21:25:12.914] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":378,"TS":"2025-08-17T16:55:11.220","TID":1,"PID":1,"M":40,"S":1,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":73.8,"Y":93,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["76.6"]},{"I":141,"V":["82.8"]},{"I":212,"V":["7.533372"]},{"I":213,"V":["5.113307"]},{"I":318,"V":["0.00127776"]}]}}}
[2025-08-17 21:25:13.294] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":379,"TS":"2025-08-17T16:55:13.444","TID":50,"PID":1,"M":40,"S":3,"PLID":626970,"PLUUID":"drvxsxvv0g03fw69sf8xvyp6","PN":"M. Bamba","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":76.2,"Y":86.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 21:25:13.301] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":349,"TS":"2025-08-17T16:55:13.709","TID":45,"PID":1,"M":40,"S":3,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":29.1,"Y":20.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:25:14.886] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":350,"TS":"2025-08-17T16:55:14.229","TID":7,"PID":1,"M":40,"S":4,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":29.1,"Y":20.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:25:15.150] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":351,"TS":"2025-08-17T16:55:15.301","TID":49,"PID":1,"M":40,"S":5,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":27.6,"Y":15.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:25:16.202] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":352,"TS":"2025-08-17T16:55:15.453","TID":1,"PID":1,"M":40,"S":5,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":27.6,"Y":15.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.1"]},{"I":141,"V":["13.3"]},{"I":212,"V":["10.08656"]},{"I":213,"V":["6.13432"]},{"I":318,"V":["0.00000793"]}]}}}
[2025-08-17 21:25:17.750] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":353,"TS":"2025-08-17T16:55:16.237","TID":1,"PID":1,"M":40,"S":6,"PLID":509284,"PLUUID":"1i1kglybnprrm3qliag8citm2","PN":"J. Casimir","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":37.8,"Y":13.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32"]},{"I":141,"V":["29.2"]},{"I":212,"V":["12.34997"]},{"I":213,"V":["2.086468"]},{"I":318,"V":["0.00000812"]}]}}}
[2025-08-17 21:25:21.409] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":354,"TS":"2025-08-17T16:55:18.213","TID":1,"PID":1,"M":40,"S":8,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":31.7,"Y":30.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27"]},{"I":141,"V":["43.9"]},{"I":212,"V":["10.60253"]},{"I":213,"V":["2.054945"]},{"I":318,"V":["0.00000479"]}]}}}
[2025-08-17 21:25:24.027] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":355,"TS":"2025-08-17T16:55:22.886","TID":1,"PID":1,"M":40,"S":13,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":27.6,"Y":49.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.9"]},{"I":141,"V":["77.1"]},{"I":212,"V":["19.568"]},{"I":213,"V":["1.337965"]},{"I":318,"V":["0.00000721"]}]}}}
[2025-08-17 21:25:26.913] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":356,"TS":"2025-08-17T16:55:24.478","TID":1,"PID":1,"M":40,"S":14,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":30.3,"Y":76.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.9"]},{"I":141,"V":["98"]},{"I":212,"V":["15.56905"]},{"I":213,"V":["1.183515"]},{"I":318,"V":["0.00000584"]}]}}}
[2025-08-17 21:25:27.761] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":357,"TS":"2025-08-17T16:55:27.310","TID":1,"PID":1,"M":40,"S":17,"PLID":229670,"PLUUID":"512mx8ixg85cbefyan94g82y1","PN":"G. Mensah","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":36.8,"Y":98.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["60.5"]},{"I":141,"V":["77.4"]},{"I":212,"V":["28.75907"]},{"I":213,"V":["5.758122"]}]}}}
[2025-08-17 21:25:28.762] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":380,"TS":"2025-08-17T16:55:29.316","TID":49,"PID":1,"M":40,"S":19,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":34.4,"Y":20.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 21:25:30.748] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":381,"TS":"2025-08-17T16:55:29.440","TID":1,"PID":1,"M":40,"S":19,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":34.4,"Y":20.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.3"]},{"I":141,"V":["31.9"]},{"I":212,"V":["11.44673"]},{"I":213,"V":["0.7602536"]},{"I":318,"V":["0.00002691"]}]}}}
[2025-08-17 21:25:31.956] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":382,"TS":"2025-08-17T16:55:31.252","TID":1,"PID":1,"M":40,"S":21,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":42.5,"Y":32.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["59.7"]},{"I":141,"V":["19.4"]},{"I":212,"V":["20.04802"]},{"I":213,"V":["5.834083"]},{"I":318,"V":["0.00020928"]}]}}}
[2025-08-17 21:25:33.912] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":383,"TS":"2025-08-17T16:55:32.437","TID":1,"PID":1,"M":40,"S":22,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":59.8,"Y":19.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.9"]},{"I":141,"V":["7.1"]},{"I":212,"V":["8.64977"]},{"I":213,"V":["4.970154"]},{"I":318,"V":["0.0001629"]}]}}}
[2025-08-17 21:25:37.122] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":358,"TS":"2025-08-17T16:55:37.567","TID":45,"PID":1,"M":40,"S":27,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":43.6,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:25:37.541] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":384,"TS":"2025-08-17T16:55:34.340","TID":1,"PID":1,"M":40,"S":24,"PLID":547430,"PLUUID":"blsn3vd9ixyrtiiw3t023cuwa","PN":"J. Mvuka","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":61.8,"Y":5.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["57.8"]},{"I":141,"V":["17.3"]},{"I":212,"V":["8.996552"]},{"I":213,"V":["2.056517"]},{"I":318,"V":["0.00015952"]}]}}}
[2025-08-17 21:25:37.723] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":359,"TS":"2025-08-17T16:55:38.134","TID":86,"PID":1,"M":40,"S":28,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":44.8,"Y":73.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:25:38.317] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":385,"TS":"2025-08-17T16:55:38.26","TID":3,"PID":1,"M":40,"S":28,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":57.6,"Y":18.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 21:25:38.517] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":386,"TS":"2025-08-17T16:55:38.710","TID":86,"PID":1,"M":40,"S":28,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":57.6,"Y":20.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 21:25:43.212] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":387,"TS":"2025-08-17T16:55:42.165","TID":1,"PID":1,"M":40,"S":32,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":54.4,"Y":17,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["45.3"]},{"I":141,"V":["16.0"]},{"I":212,"V":["9.579166"]},{"I":213,"V":["3.21264"]},{"I":318,"V":["0.0000402"]}]}}}
[2025-08-17 21:25:45.215] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":388,"TS":"2025-08-17T16:55:43.604","TID":1,"PID":1,"M":40,"S":33,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":45.2,"Y":16.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["49.5"]},{"I":141,"V":["21.8"]},{"I":212,"V":["5.734851"]},{"I":213,"V":["0.6643925"]},{"I":318,"V":["0.00005492"]}]}}}
[2025-08-17 21:25:49.034] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":389,"TS":"2025-08-17T16:55:45.717","TID":1,"PID":1,"M":40,"S":35,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":47.6,"Y":31.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.7"]},{"I":141,"V":["59.6"]},{"I":212,"V":["19.52603"]},{"I":213,"V":["1.837439"]},{"I":318,"V":["0.00005138"]}]}}}
[2025-08-17 21:25:50.423] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":390,"TS":"2025-08-17T16:55:49.589","TID":1,"PID":1,"M":40,"S":39,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":42.6,"Y":60.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.3"]},{"I":141,"V":["46.9"]},{"I":212,"V":["16.26684"]},{"I":213,"V":["5.673391"]},{"I":318,"V":["0.00022317"]}]}}}
[2025-08-17 21:25:51.124] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":391,"TS":"2025-08-17T16:55:50.981","TID":1,"PID":1,"M":40,"S":41,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":55.3,"Y":46.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.9"]},{"I":141,"V":["66.5"]},{"I":212,"V":["18.63212"]},{"I":213,"V":["2.344505"]},{"I":318,"V":["0.00005932"]}]}}}
