[2025-08-16 14:35:49.601] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 14:35:50.394] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 14:35:51.157] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"6ncygvluu6ppschsugz9odnv8"}}
[2025-08-16 14:42:32.071] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":122,"TS":"2025-08-16T10:12:32.349","TID":61,"PID":1,"M":9,"S":3,"PLID":474254,"PLUUID":"cs1e2ou4h94utke3qdy14fiay","PN":"Y. Higuchi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":35.1,"Y":10.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 14:42:32.077] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":63,"TS":"2025-08-16T10:12:32.682","TID":8,"PID":1,"M":9,"S":4,"PLID":567584,"PLUUID":"7wsv4h6o1ps1vxxvs6dnt6az8","PN":"T. Ando","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":60.7,"Y":87.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-16 14:42:33.379] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":64,"TS":"2025-08-16T10:12:33.946","TID":49,"PID":1,"M":9,"S":5,"PLID":509013,"PLUUID":"74zynqpxnt1ovidarf814cvhm","PN":"K. Fujimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":68.9,"Y":83,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 14:42:36.760] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":65,"TS":"2025-08-16T10:12:37.34","TID":1,"PID":1,"M":9,"S":8,"PLID":509013,"PLUUID":"74zynqpxnt1ovidarf814cvhm","PN":"K. Fujimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":89.5,"Y":74.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.5"]},{"I":141,"V":["74.2"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00844213"]}]}}}
[2025-08-16 14:42:38.993] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":123,"TS":"2025-08-16T10:12:38.671","TID":12,"PID":1,"M":9,"S":10,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":6,"Y":37.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.0"]},{"I":141,"V":["37.1"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 14:42:39.132] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":124,"TS":"2025-08-16T10:12:39.572","TID":85,"PID":1,"M":9,"S":10,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":-1.4,"Y":41.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 14:42:40.115] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":66,"TS":"2025-08-16T10:12:40.825","TID":85,"PID":1,"M":9,"S":12,"PLID":509013,"PLUUID":"74zynqpxnt1ovidarf814cvhm","PN":"K. Fujimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":101,"Y":58.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 14:42:48.799] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":63,"TS":"2025-08-16T10:12:32.682","TID":43,"PID":1,"M":9,"S":4,"PLID":567584,"PLUUID":"7wsv4h6o1ps1vxxvs6dnt6az8","PN":"T. Ando","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":60.7000007629395,"Y":87.8000030517578,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":142,"V":[null]},{"I":144,"V":["8"]}]}}}
[2025-08-16 14:43:48.706] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":67,"TS":"2025-08-16T10:13:46.812","TID":1,"PID":1,"M":10,"S":18,"PLID":462359,"PLUUID":"8shr0ghxn6d8uoiiideh3rmne","PN":"S. Nago","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":99.5,"Y":99.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.8"]},{"I":141,"V":["59.9"]},{"I":212,"V":["28.78978"]},{"I":213,"V":["4.350789"]},{"I":318,"V":["0.02237448"]}]}}}
[2025-08-16 14:43:50.056] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":68,"TS":"2025-08-16T10:13:49.434","TID":1,"PID":1,"M":10,"S":20,"PLID":462357,"PLUUID":"3cen673039ickz8g3q4ryqvze","PN":"T. Kamijima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":89.8,"Y":59.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["79.3"]},{"I":141,"V":["47.6"]},{"I":212,"V":["13.83861"]},{"I":213,"V":["3.7906"]}]}}}
[2025-08-16 14:43:51.207] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":125,"TS":"2025-08-16T10:13:51.296","TID":12,"PID":1,"M":10,"S":22,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":22.5,"Y":51.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.5"]},{"I":141,"V":["51.9"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 14:43:56.440] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":126,"TS":"2025-08-16T10:13:57.171","TID":49,"PID":1,"M":10,"S":28,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":46,"Y":46.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 14:43:56.641] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":69,"TS":"2025-08-16T10:13:55.50","TID":1,"PID":1,"M":10,"S":26,"PLID":619710,"PLUUID":"6q6m86e4vt46tk3bzgfvaq904","PN":"M. Shigemi","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":46.7,"Y":38.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.1"]},{"I":141,"V":["47.6"]},{"I":212,"V":["17.43883"]},{"I":213,"V":["2.791332"]},{"I":318,"V":["0.00001251"]}]}}}
[2025-08-16 14:43:56.922] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":70,"TS":"2025-08-16T10:13:57.244","TID":1,"PID":1,"M":10,"S":28,"PLID":477775,"PLUUID":"byg7lqpw0agefalketiuqx6qy","PN":"Y. Obata","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":31.1,"Y":47.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["51.2"]},{"I":141,"V":["54.8"]},{"I":212,"V":["21.66545"]},{"I":213,"V":["0.2279509"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 14:43:59.486] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":127,"TS":"2025-08-16T10:13:58.599","TID":39,"PID":1,"M":10,"S":30,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":53.7,"Y":45.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":19,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-16 14:44:00.415] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":128,"TS":"2025-08-16T10:14:01.104","TID":5,"PID":1,"M":10,"S":32,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":101.3,"Y":34.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 14:44:01.018] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":71,"TS":"2025-08-16T10:14:01.692","TID":5,"PID":1,"M":10,"S":33,"PLID":477775,"PLUUID":"byg7lqpw0agefalketiuqx6qy","PN":"Y. Obata","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":-1.4,"Y":64.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 14:44:03.267] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":127,"TS":"2025-08-16T10:13:58.599","TID":13,"PID":1,"M":10,"S":30,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":53.7,"Y":45.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":19,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0161"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-16 14:44:26.657] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":127,"TS":"2025-08-16T10:13:58.599","TID":13,"PID":1,"M":10,"S":30,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":53.7,"Y":45.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":23,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":19,"V":["NULL"]},{"I":75,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["34.3"]},{"I":103,"V":["12.5"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0292"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":391,"V":["NULL"]},{"I":458,"V":["NULL"]},{"I":230,"V":["18.8990384615385"]},{"I":231,"V":["51.4444444444444"]}]}}}
[2025-08-16 14:44:39.008] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":72,"TS":"2025-08-16T10:14:35.883","TID":1,"PID":1,"M":11,"S":7,"PLID":477775,"PLUUID":"byg7lqpw0agefalketiuqx6qy","PN":"Y. Obata","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":4.7,"Y":45.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["66.1"]},{"I":141,"V":["43.3"]},{"I":212,"V":["64.48736"]},{"I":213,"V":["6.259985"]},{"I":1,"V":["NULL"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-16 14:44:39.207] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":129,"TS":"2025-08-16T10:14:39.412","TID":12,"PID":1,"M":11,"S":10,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":30.1,"Y":54.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.1"]},{"I":141,"V":["54.9"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 14:44:45.708] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":73,"TS":"2025-08-16T10:14:45.98","TID":1,"PID":1,"M":11,"S":16,"PLID":208957,"PLUUID":"2ati8vm9atqgr7pw57olfrr2t","PN":"T. Nara","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":35.1,"Y":42.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["38.2"]},{"I":141,"V":["57.3"]},{"I":212,"V":["10.77158"]},{"I":213,"V":["1.263813"]},{"I":318,"V":["0.00001492"]}]}}}
[2025-08-16 14:44:50.090] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":74,"TS":"2025-08-16T10:14:46.443","TID":1,"PID":1,"M":11,"S":17,"PLID":619710,"PLUUID":"6q6m86e4vt46tk3bzgfvaq904","PN":"M. Shigemi","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":38,"Y":59,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.3"]},{"I":141,"V":["88.4"]},{"I":212,"V":["20.07153"]},{"I":213,"V":["1.659846"]},{"I":318,"V":["0.00001101"]}]}}}
[2025-08-16 14:44:51.856] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":75,"TS":"2025-08-16T10:14:50.827","TID":1,"PID":1,"M":11,"S":22,"PLID":567584,"PLUUID":"7wsv4h6o1ps1vxxvs6dnt6az8","PN":"T. Ando","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":48.1,"Y":91.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["65.9"]},{"I":141,"V":["76.1"]},{"I":212,"V":["21.29216"]},{"I":213,"V":["5.783614"]},{"I":318,"V":["0.00050807"]}]}}}
[2025-08-16 14:44:52.528] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":76,"TS":"2025-08-16T10:14:52.426","TID":1,"PID":1,"M":11,"S":23,"PLID":509013,"PLUUID":"74zynqpxnt1ovidarf814cvhm","PN":"K. Fujimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":65.9,"Y":76.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.8"]},{"I":141,"V":["74.2"]},{"I":212,"V":["4.494696"]},{"I":213,"V":["3.433156"]}]}}}
[2025-08-16 14:44:52.761] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":130,"TS":"2025-08-16T10:14:53.129","TID":61,"PID":1,"M":11,"S":24,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":36.6,"Y":26.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 14:44:55.411] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":131,"TS":"2025-08-16T10:14:56.34","TID":50,"PID":1,"M":11,"S":27,"PLID":474254,"PLUUID":"cs1e2ou4h94utke3qdy14fiay","PN":"Y. Higuchi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":31.8,"Y":17.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 14:44:55.854] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":77,"TS":"2025-08-16T10:14:56.283","TID":7,"PID":1,"M":11,"S":27,"PLID":567584,"PLUUID":"7wsv4h6o1ps1vxxvs6dnt6az8","PN":"T. Ando","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":62.5,"Y":83.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 14:44:56.862] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":132,"TS":"2025-08-16T10:14:57.436","TID":49,"PID":1,"M":11,"S":28,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":21.9,"Y":21.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 14:44:58.566] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":133,"TS":"2025-08-16T10:14:57.606","TID":1,"PID":1,"M":11,"S":29,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":21.9,"Y":21.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["5.5"]},{"I":141,"V":["27.6"]},{"I":212,"V":["17.71255"]},{"I":213,"V":["2.905213"]},{"I":318,"V":["0.00000031"]}]}}}
[2025-08-16 14:45:00.643] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":134,"TS":"2025-08-16T10:14:59.151","TID":1,"PID":1,"M":11,"S":30,"PLID":530015,"PLUUID":"8i7aw5yhze1xiw2d2g5wax91w","PN":"T. Hayakawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":6.2,"Y":25.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["42.5"]},{"I":141,"V":["23.6"]},{"I":212,"V":["38.14708"]},{"I":213,"V":["6.242175"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 14:45:01.482] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":78,"TS":"2025-08-16T10:15:02.218","TID":61,"PID":1,"M":11,"S":33,"PLID":619710,"PLUUID":"6q6m86e4vt46tk3bzgfvaq904","PN":"M. Shigemi","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":58.1,"Y":69.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-16 14:45:02.796] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":135,"TS":"2025-08-16T10:15:02.674","TID":1,"PID":1,"M":11,"S":34,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":41.3,"Y":25.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.0"]},{"I":141,"V":["31.9"]},{"I":212,"V":["6.53505"]},{"I":213,"V":["0.7149001"]},{"I":318,"V":["0.00004451"]}]}}}
[2025-08-16 14:45:04.061] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":136,"TS":"2025-08-16T10:15:03.529","TID":1,"PID":1,"M":11,"S":34,"PLID":173826,"PLUUID":"7wg0d34b0cdh7fxgetfgqs8np","PN":"L\u00e9o Cear\u00e1","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":46,"Y":31.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["40.9"]},{"I":141,"V":["40.3"]},{"I":212,"V":["7.829621"]},{"I":213,"V":["2.323948"]},{"I":318,"V":["0.00001731"]}]}}}
[2025-08-16 14:45:07.828] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":137,"TS":"2025-08-16T10:15:04.778","TID":1,"PID":1,"M":11,"S":36,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":45.3,"Y":47.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55.5"]},{"I":141,"V":["86.8"]},{"I":212,"V":["28.97967"]},{"I":213,"V":["1.192251"]},{"I":318,"V":["0.00012924"]}]}}}
[2025-08-16 14:45:11.538] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":138,"TS":"2025-08-16T10:15:10.2","TID":1,"PID":1,"M":11,"S":41,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":60.3,"Y":93,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["90.3"]},{"I":141,"V":["89.3"]},{"I":212,"V":["31.60032"]},{"I":213,"V":["6.203482"]},{"I":318,"V":["0.00164149"]}]}}}
[2025-08-16 14:45:13.318] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":139,"TS":"2025-08-16T10:15:12.261","TID":3,"PID":1,"M":11,"S":43,"PLID":213788,"PLUUID":"51xel26o3uzvjdbcywcunmu3t","PN":"Y. Suzuki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":90.5,"Y":89.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 14:45:13.517] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":79,"TS":"2025-08-16T10:15:14.155","TID":45,"PID":1,"M":11,"S":45,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":12,"Y":8.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 14:45:15.101] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":140,"TS":"2025-08-16T10:15:13.964","TID":1,"PID":1,"M":11,"S":45,"PLID":213788,"PLUUID":"51xel26o3uzvjdbcywcunmu3t","PN":"Y. Suzuki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":90.5,"Y":91.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["93.8"]},{"I":141,"V":["93.5"]},{"I":212,"V":["3.801621"]},{"I":213,"V":["0.4239933"]},{"I":318,"V":["0.00094862"]}]}}}
[2025-08-16 14:45:15.500] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":80,"TS":"2025-08-16T10:15:16.235","TID":12,"PID":1,"M":11,"S":47,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":4.3,"Y":7.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":185,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 14:45:15.710] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":141,"TS":"2025-08-16T10:15:15.830","TID":1,"PID":1,"M":11,"S":47,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":97.5,"Y":91.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["97.5"]},{"I":141,"V":["89.9"]},{"I":212,"V":["1.224"]},{"I":213,"V":["4.712389"]}]}}}
