[2025-08-17 18:43:32.400] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:43:33.120] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:43:33.837] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74zpn9q4fwxv9jgn3a7ijslck"}}
[2025-08-17 18:55:57.795] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":204,"TS":"2025-08-17T14:25:56.261","TID":1,"PID":1,"M":25,"S":26,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":52.8,"Y":42.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.1"]},{"I":141,"V":["30.7"]},{"I":212,"V":["10.51873"]},{"I":213,"V":["3.979786"]},{"I":318,"V":["0.00006669"]}]}}}
[2025-08-17 18:56:00.244] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":205,"TS":"2025-08-17T14:25:58.116","TID":1,"PID":1,"M":25,"S":28,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":46.5,"Y":31.7,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.2"]},{"I":141,"V":["25.9"]},{"I":212,"V":["10.92197"]},{"I":213,"V":["5.913731"]},{"I":318,"V":["0.00016495"]}]}}}
[2025-08-17 18:56:01.525] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":206,"TS":"2025-08-17T14:26:00.548","TID":1,"PID":1,"M":25,"S":31,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":55.2,"Y":24.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.8"]},{"I":141,"V":["16.9"]},{"I":212,"V":["13.91011"]},{"I":213,"V":["3.501272"]},{"I":318,"V":["0.0000336"]}]}}}
[2025-08-17 18:56:01.713] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":255,"TS":"2025-08-17T14:26:02.99","TID":74,"PID":1,"M":25,"S":32,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":55,"Y":82.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:56:02.113] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":207,"TS":"2025-08-17T14:26:01.941","TID":1,"PID":1,"M":25,"S":32,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":42.3,"Y":17.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.6"]},{"I":141,"V":["16.9"]},{"I":212,"V":["1.424672"]},{"I":213,"V":["5.992737"]}]}}}
[2025-08-17 18:56:02.528] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":256,"TS":"2025-08-17T14:26:02.899","TID":49,"PID":1,"M":25,"S":33,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":60.1,"Y":79.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[]}}}
[2025-08-17 18:56:03.317] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":208,"TS":"2025-08-17T14:26:03.396","TID":88,"PID":1,"M":25,"S":34,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":43.6,"Y":16.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[]}}}
[2025-08-17 18:56:07.542] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":257,"TS":"2025-08-17T14:26:06.243","TID":38,"PID":1,"M":25,"S":36,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":62.8,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 18:56:24.205] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":257,"TS":"2025-08-17T14:26:06.243","TID":16,"PID":1,"M":25,"S":36,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":63.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0553"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":374,"V":["2025-08-17 14:26:05.274"]},{"I":461,"V":["2025-08-17 13:26:05.274"]},{"I":375,"V":["25:35.974"]}]}}}
[2025-08-17 18:56:51.000] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":257,"TS":"2025-08-17T14:26:06.243","TID":16,"PID":1,"M":25,"S":36,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":63.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["53.0"]},{"I":103,"V":["3.79746835443038"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":89,"V":["NULL"]},{"I":321,"V":["0.3394"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["3.58173076923077"]},{"I":231,"V":["45.8472222222222"]},{"I":322,"V":["0.6133"]},{"I":374,"V":["2025-08-17 14:26:05.274"]},{"I":461,"V":["2025-08-17 13:26:05.274"]},{"I":375,"V":["25:35.974"]}]}}}
[2025-08-17 18:57:08.741] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":210,"TS":"2025-08-17T14:27:09.107","TID":88,"PID":1,"M":26,"S":39,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":55.3,"Y":14.3,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[]}}}
[2025-08-17 18:57:10.258] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":257,"TS":"2025-08-17T14:26:06.243","TID":16,"PID":1,"M":25,"S":36,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":63.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["53.0"]},{"I":103,"V":["3.79746835443038"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":89,"V":["NULL"]},{"I":321,"V":["0.3394"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":468,"V":["208"]},{"I":469,"V":["xnad1wsdxmx4jlhpf47qc9ll"]},{"I":230,"V":["3.58173076923077"]},{"I":231,"V":["45.8472222222222"]},{"I":322,"V":["0.6133"]},{"I":374,"V":["2025-08-17 14:26:05.274"]},{"I":461,"V":["2025-08-17 13:26:05.274"]},{"I":375,"V":["25:35.974"]}]}}}
[2025-08-17 18:57:16.182] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":257,"TS":"2025-08-17T14:26:06.243","TID":16,"PID":1,"M":25,"S":36,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":63.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["53.0"]},{"I":103,"V":["3.79746835443038"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":89,"V":["NULL"]},{"I":321,"V":["0.3394"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":468,"V":["208"]},{"I":469,"V":["xnad1wsdxmx4jlhpf47qc9ll"]},{"I":474,"V":["210"]},{"I":475,"V":["1x327pogeg359y7h53y76uedj"]},{"I":230,"V":["3.58173076923077"]},{"I":231,"V":["45.8472222222222"]},{"I":322,"V":["0.6133"]},{"I":374,"V":["2025-08-17 14:26:05.274"]},{"I":461,"V":["2025-08-17 13:26:05.274"]},{"I":375,"V":["25:35.974"]}]}}}
[2025-08-17 18:57:28.487] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":211,"TS":"2025-08-17T14:27:27.494","TID":27,"PID":1,"M":26,"S":58,"PLID":0,"TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":50.1,"Y":50.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-17 18:57:30.095] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":258,"TS":"2025-08-17T14:27:28.778","TID":27,"PID":1,"M":26,"S":59,"PLID":0,"TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":62.8,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-17 18:57:56.625] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":212,"TS":"2025-08-17T14:27:56.940","TID":28,"PID":1,"M":27,"S":27,"PLID":0,"TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":70.3,"Y":79.2,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":55,"V":["211"]},{"I":368,"V":["904pbi1j4ghdwt2f7lyrvt2af"]}]}}}
[2025-08-17 18:57:56.884] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":213,"TS":"2025-08-17T14:27:56.989","TID":45,"PID":1,"M":27,"S":27,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":70.3,"Y":79.2,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:58:49.281] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":259,"TS":"2025-08-17T14:28:49.602","TID":28,"PID":1,"M":28,"S":20,"PLID":0,"TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":87.4,"Y":62.8,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":55,"V":["258"]},{"I":368,"V":["19c3t0ogx7wwqcdwzcsnopxmv"]}]}}}
[2025-08-17 18:58:52.810] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":214,"TS":"2025-08-17T14:28:51.235","TID":1,"PID":1,"M":28,"S":21,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":49.9,"Y":50.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.6"]},{"I":141,"V":["43.4"]},{"I":212,"V":["19.74774"]},{"I":213,"V":["3.3744"]},{"I":279,"V":["G"]},{"I":318,"V":["0.00001526"]}]}}}
[2025-08-17 18:58:55.865] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":215,"TS":"2025-08-17T14:28:53.172","TID":1,"PID":1,"M":28,"S":23,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":31.7,"Y":44.2,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["67.9"]},{"I":141,"V":["71.3"]},{"I":212,"V":["42.24158"]},{"I":213,"V":["0.4514298"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:58:56.688] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":216,"TS":"2025-08-17T14:28:56.747","TID":44,"PID":1,"M":28,"S":27,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":67.3,"Y":71.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:58:56.690] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":260,"TS":"2025-08-17T14:28:56.609","TID":44,"PID":1,"M":28,"S":27,"PLID":550867,"PLUUID":"7vf9423uzzr1jtxzvse24cs9g","PN":"O. Tour\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":33.8,"Y":28.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:58:58.604] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":261,"TS":"2025-08-17T14:28:56.946","TID":12,"PID":1,"M":28,"S":27,"PLID":550867,"PLUUID":"7vf9423uzzr1jtxzvse24cs9g","PN":"O. Tour\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":33.8,"Y":28.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["51.9"]},{"I":141,"V":["27.6"]},{"I":212,"V":["19.00804"]},{"I":213,"V":["6.265297"]}]}}}
[2025-08-17 18:59:03.236] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":217,"TS":"2025-08-17T14:28:59.35","TID":1,"PID":1,"M":28,"S":29,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":45.2,"Y":73.2,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["96.3"]},{"I":141,"V":["86.7"]},{"I":212,"V":["54.43465"]},{"I":213,"V":["0.1694524"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:59:03.258] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":262,"TS":"2025-08-17T14:29:03.618","TID":49,"PID":1,"M":28,"S":34,"PLID":424992,"PLUUID":"eaf4b3le808xp7j4rejomxf55","PN":"B. \u00d6zer","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":3.7,"Y":14.7,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[]}}}
[2025-08-17 18:59:10.274] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":263,"TS":"2025-08-17T14:29:05.137","TID":1,"PID":1,"M":28,"S":35,"PLID":424992,"PLUUID":"eaf4b3le808xp7j4rejomxf55","PN":"B. \u00d6zer","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":7.3,"Y":6.9,"STAT":{"CPID":1,"SC":"0:2"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["74.7"]},{"I":141,"V":["13.6"]},{"I":212,"V":["70.9165"]},{"I":213,"V":["0.06428885"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:59:12.264] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":218,"TS":"2025-08-17T14:29:10.875","TID":1,"PID":1,"M":28,"S":41,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":24.5,"Y":78.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["14.9"]},{"I":141,"V":["68.6"]},{"I":212,"V":["12.15921"]},{"I":213,"V":["3.73507"]},{"I":318,"V":["0.00000042"]}]}}}
[2025-08-17 18:59:12.464] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":219,"TS":"2025-08-17T14:29:12.531","TID":52,"PID":1,"M":28,"S":43,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":14.9,"Y":68.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[]}}}
[2025-08-17 18:59:18.690] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":220,"TS":"2025-08-17T14:29:13.315","TID":1,"PID":1,"M":28,"S":44,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":15,"Y":61.5,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["21.2"]},{"I":141,"V":["42.7"]},{"I":212,"V":["14.34611"]},{"I":213,"V":["5.183393"]},{"I":318,"V":["0.00000183"]}]}}}
[2025-08-17 18:59:21.498] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":221,"TS":"2025-08-17T14:29:18.988","TID":1,"PID":1,"M":28,"S":49,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":20.8,"Y":41.5,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.9"]},{"I":141,"V":["75.9"]},{"I":212,"V":["25.68369"]},{"I":213,"V":["1.145152"]},{"I":318,"V":["0.0000063"]}]}}}
[2025-08-17 18:59:24.696] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":222,"TS":"2025-08-17T14:29:21.915","TID":1,"PID":1,"M":28,"S":52,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":30.3,"Y":76.5,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.8"]},{"I":141,"V":["97.8"]},{"I":212,"V":["16.01146"]},{"I":213,"V":["1.130445"]},{"I":318,"V":["0.00000652"]}]}}}
[2025-08-17 18:59:29.907] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":223,"TS":"2025-08-17T14:29:25.11","TID":1,"PID":1,"M":28,"S":55,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":36.7,"Y":97.2,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.3"]},{"I":141,"V":["79.2"]},{"I":212,"V":["15.72369"]},{"I":213,"V":["4.033774"]},{"I":318,"V":["0.00000396"]}]}}}
[2025-08-17 18:59:34.078] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":224,"TS":"2025-08-17T14:29:30.227","TID":1,"PID":1,"M":29,"S":0,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":30.9,"Y":69.6,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.4"]},{"I":141,"V":["41.6"]},{"I":212,"V":["19.89654"]},{"I":213,"V":["4.417899"]},{"I":318,"V":["0.00000456"]}]}}}
[2025-08-17 18:59:39.090] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":225,"TS":"2025-08-17T14:29:34.379","TID":1,"PID":1,"M":29,"S":5,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":27.4,"Y":41.5,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.1"]},{"I":141,"V":["76.8"]},{"I":212,"V":["24.50604"]},{"I":213,"V":["1.368031"]},{"I":318,"V":["0.00000803"]}]}}}
[2025-08-17 18:59:44.509] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":226,"TS":"2025-08-17T14:29:39.380","TID":1,"PID":1,"M":29,"S":10,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":31.8,"Y":78.9,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.4"]},{"I":141,"V":["97.4"]},{"I":212,"V":["19.83092"]},{"I":213,"V":["0.6871842"]},{"I":318,"V":["0.00001942"]}]}}}
[2025-08-17 18:59:47.382] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":227,"TS":"2025-08-17T14:29:44.803","TID":1,"PID":1,"M":29,"S":15,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":40.5,"Y":66.3,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.5"]},{"I":141,"V":["42.2"]},{"I":212,"V":["18.41539"]},{"I":213,"V":["4.238736"]},{"I":318,"V":["0.00001286"]}]}}}
[2025-08-17 18:59:50.418] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":228,"TS":"2025-08-17T14:29:47.707","TID":1,"PID":1,"M":29,"S":18,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":32.9,"Y":40.9,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.8"]},{"I":141,"V":["2.6"]},{"I":212,"V":["34.74277"]},{"I":213,"V":["5.435692"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00006299"]}]}}}
[2025-08-17 18:59:53.518] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":229,"TS":"2025-08-17T14:29:50.828","TID":1,"PID":1,"M":29,"S":21,"PLID":219873,"PLUUID":"32bc16sg6h58ajxigp7nl1ryt","PN":"R. Del Castillo","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":54,"Y":3.1,"STAT":{"CPID":1,"SC":"0:2"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.7"]},{"I":141,"V":["13.1"]},{"I":212,"V":["22.3734"]},{"I":213,"V":["2.832775"]},{"I":318,"V":["0.00001059"]}]}}}
