[2025-08-23 00:14:47.403] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 00:14:48.069] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 00:14:48.721] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cs0hy642fmy1in51iqx5z2syc"}}
[2025-08-23 00:21:23.311] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":146,"TS":"2025-08-22T19:51:21.653","TID":5,"PID":1,"M":19,"S":36,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":9.8,"Y":101.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 00:21:39.183] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":147,"TS":"2025-08-22T19:51:38.949","TID":45,"PID":1,"M":19,"S":54,"PLID":519638,"PLUUID":"bx6j2y1hnu63lawn3rdoep1m2","PN":"J. Bakayoko","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":36.1,"Y":33.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:21:42.988] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":243,"TS":"2025-08-22T19:49:27.711","TID":3,"PID":1,"M":17,"S":42,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":66.9,"Y":61.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:21:50.000] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":226,"TS":"2025-08-22T19:49:22.144","TID":61,"PID":1,"M":17,"S":37,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":64.6,"Y":56.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 00:22:02.048] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":148,"TS":"2025-08-22T19:51:59.573","TID":1,"PID":1,"M":20,"S":14,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":16.7,"Y":101.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["34"]},{"I":141,"V":["88.2"]},{"I":212,"V":["20.17214"]},{"I":213,"V":["5.833306"]},{"I":318,"V":["0.00000111"]}]}}}
[2025-08-23 00:22:02.238] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":149,"TS":"2025-08-22T19:52:01.845","TID":50,"PID":1,"M":20,"S":16,"PLID":204561,"PLUUID":"1s1v1tweyx8wxc9hj2jrnaggl","PN":"X. Schlager","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":35.1,"Y":90.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:22:03.858] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":244,"TS":"2025-08-22T19:52:03.32","TID":7,"PID":1,"M":20,"S":18,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":57.8,"Y":11.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:22:09.268] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":245,"TS":"2025-08-22T19:52:04.583","TID":49,"PID":1,"M":20,"S":19,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":53.7,"Y":27.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 00:22:09.671] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":246,"TS":"2025-08-22T19:52:04.839","TID":1,"PID":1,"M":20,"S":19,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":53.7,"Y":27.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["62.0"]},{"I":141,"V":["22.9"]},{"I":212,"V":["9.259353"]},{"I":213,"V":["5.938585"]},{"I":318,"V":["0.00037922"]}]}}}
[2025-08-23 00:22:09.877] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":247,"TS":"2025-08-22T19:52:05.479","TID":1,"PID":1,"M":20,"S":20,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":59.4,"Y":25.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.7"]},{"I":141,"V":["52.2"]},{"I":212,"V":["22.41746"]},{"I":213,"V":["2.207874"]},{"I":318,"V":["0.00013625"]}]}}}
[2025-08-23 00:22:10.275] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":248,"TS":"2025-08-22T19:52:06.903","TID":1,"PID":1,"M":20,"S":21,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":57.7,"Y":47.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.9"]},{"I":141,"V":["56.1"]},{"I":212,"V":["13.01497"]},{"I":213,"V":["0.4427543"]},{"I":318,"V":["0.00222252"]}]}}}
[2025-08-23 00:22:10.340] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":150,"TS":"2025-08-22T19:52:10.86","TID":49,"PID":1,"M":20,"S":25,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":28.2,"Y":28.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 00:22:10.694] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":249,"TS":"2025-08-22T19:52:09.927","TID":1,"PID":1,"M":20,"S":24,"PLID":133798,"PLUUID":"4ysxvym6ww4f9d3hflkqsbf11","PN":"S. Gnabry","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":68.6,"Y":57.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["72.9"]},{"I":141,"V":["79.8"]},{"I":212,"V":["15.82189"]},{"I":213,"V":["1.28141"]}]}}}
[2025-08-23 00:22:14.985] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":151,"TS":"2025-08-22T19:52:12.85","TID":1,"PID":1,"M":20,"S":27,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":40.1,"Y":14.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.5"]},{"I":141,"V":["19.3"]},{"I":212,"V":["32.11526"]},{"I":213,"V":["0.1103271"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00083881"]}]}}}
[2025-08-23 00:22:15.355] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":152,"TS":"2025-08-22T19:52:14.773","TID":3,"PID":1,"M":20,"S":29,"PLID":235084,"PLUUID":"64ubq0xra74xaunooi8knyajt","PN":"L. Openda","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":71.5,"Y":19.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:22:16.161] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":250,"TS":"2025-08-22T19:52:15.319","TID":7,"PID":1,"M":20,"S":30,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":20.1,"Y":80.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:22:18.962] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":251,"TS":"2025-08-22T19:52:17.720","TID":45,"PID":1,"M":20,"S":32,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":20.1,"Y":82.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:22:20.357] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":153,"TS":"2025-08-22T19:52:20.22","TID":61,"PID":1,"M":20,"S":35,"PLID":235084,"PLUUID":"64ubq0xra74xaunooi8knyajt","PN":"L. Openda","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":81.3,"Y":8.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 00:22:21.155] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":252,"TS":"2025-08-22T19:52:20.824","TID":49,"PID":1,"M":20,"S":35,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":24.1,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 00:22:23.163] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":253,"TS":"2025-08-22T19:52:21.191","TID":1,"PID":1,"M":20,"S":36,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":23.5,"Y":94.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.2"]},{"I":141,"V":["96.0"]},{"I":212,"V":["7.082166"]},{"I":213,"V":["0.1154754"]},{"I":318,"V":["0.00000273"]}]}}}
[2025-08-23 00:22:24.379] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":254,"TS":"2025-08-22T19:52:22.872","TID":3,"PID":1,"M":20,"S":37,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":30.2,"Y":96,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:22:24.761] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":255,"TS":"2025-08-22T19:52:24.167","TID":50,"PID":1,"M":20,"S":39,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":28,"Y":92.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:22:24.833] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":154,"TS":"2025-08-22T19:52:24.549","TID":45,"PID":1,"M":20,"S":39,"PLID":519638,"PLUUID":"bx6j2y1hnu63lawn3rdoep1m2","PN":"J. Bakayoko","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":74.6,"Y":6.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:22:26.212] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":155,"TS":"2025-08-22T19:52:25.285","TID":7,"PID":1,"M":20,"S":40,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":75.7,"Y":9.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:22:26.966] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":256,"TS":"2025-08-22T19:52:25.463","TID":5,"PID":1,"M":20,"S":40,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":27.1,"Y":101.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 00:22:29.036] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":156,"TS":"2025-08-22T19:52:26.6","TID":5,"PID":1,"M":20,"S":41,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":79.7,"Y":-0.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 00:22:35.838] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":257,"TS":"2025-08-22T19:52:34.215","TID":1,"PID":1,"M":20,"S":49,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":26.1,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["19.6"]},{"I":141,"V":["56.9"]},{"I":212,"V":["30.9538"]},{"I":213,"V":["4.490072"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000086"]}]}}}
[2025-08-23 00:22:37.807] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":258,"TS":"2025-08-22T19:52:35.991","TID":1,"PID":1,"M":20,"S":51,"PLID":199661,"PLUUID":"x4qyxhfr2vi007sazoqe5vit","PN":"D. Upamecano","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":20.6,"Y":52.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.0"]},{"I":141,"V":["25.1"]},{"I":212,"V":["22.14571"]},{"I":213,"V":["5.283433"]},{"I":318,"V":["0.00000792"]}]}}}
[2025-08-23 00:22:42.019] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":259,"TS":"2025-08-22T19:52:37.495","TID":1,"PID":1,"M":20,"S":52,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":32.1,"Y":23.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.0"]},{"I":141,"V":["45.1"]},{"I":212,"V":["15.56986"]},{"I":213,"V":["1.921899"]},{"I":318,"V":["0.00000603"]}]}}}
[2025-08-23 00:22:44.622] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":260,"TS":"2025-08-22T19:52:42.855","TID":1,"PID":1,"M":20,"S":57,"PLID":199661,"PLUUID":"x4qyxhfr2vi007sazoqe5vit","PN":"D. Upamecano","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":30.4,"Y":38.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.2"]},{"I":141,"V":["49.7"]},{"I":212,"V":["7.347002"]},{"I":213,"V":["1.599383"]},{"I":318,"V":["0.00000769"]}]}}}
[2025-08-23 00:22:46.248] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":261,"TS":"2025-08-22T19:52:44.359","TID":1,"PID":1,"M":20,"S":59,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":31.9,"Y":46.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.0"]},{"I":141,"V":["27.4"]},{"I":212,"V":["12.8867"]},{"I":213,"V":["4.638992"]},{"I":318,"V":["0.00000802"]}]}}}
[2025-08-23 00:22:49.662] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":262,"TS":"2025-08-22T19:52:46.23","TID":1,"PID":1,"M":21,"S":1,"PLID":199661,"PLUUID":"x4qyxhfr2vi007sazoqe5vit","PN":"D. Upamecano","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":31.1,"Y":30.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.2"]},{"I":141,"V":["50.1"]},{"I":212,"V":["19.05046"]},{"I":213,"V":["2.361725"]},{"I":318,"V":["0.00000231"]}]}}}
[2025-08-23 00:22:52.756] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":263,"TS":"2025-08-22T19:52:49.367","TID":1,"PID":1,"M":21,"S":4,"PLID":20388,"PLUUID":"64pzn3jdqo6y2izlpm8n3tvpx","PN":"M. Neuer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":18.3,"Y":50.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.4"]},{"I":141,"V":["70.1"]},{"I":212,"V":["16.45451"]},{"I":213,"V":["0.951218"]},{"I":318,"V":["0.00000434"]}]}}}
[2025-08-23 00:22:55.241] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":264,"TS":"2025-08-22T19:52:52.519","TID":1,"PID":1,"M":21,"S":7,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":27.8,"Y":70.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.6"]},{"I":141,"V":["50.6"]},{"I":212,"V":["14.04711"]},{"I":213,"V":["4.923244"]},{"I":318,"V":["0.0000084"]}]}}}
[2025-08-23 00:22:56.845] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":265,"TS":"2025-08-22T19:52:55.95","TID":1,"PID":1,"M":21,"S":10,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":30.6,"Y":50.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.0"]},{"I":141,"V":["64.5"]},{"I":212,"V":["10.49627"]},{"I":213,"V":["1.939201"]},{"I":318,"V":["0.00000524"]}]}}}
[2025-08-23 00:22:59.872] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":266,"TS":"2025-08-22T19:52:56.518","TID":1,"PID":1,"M":21,"S":11,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":27.1,"Y":64.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.9"]},{"I":141,"V":["33.5"]},{"I":212,"V":["21.02878"]},{"I":213,"V":["4.752345"]},{"I":318,"V":["0.00000627"]}]}}}
[2025-08-23 00:23:03.454] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":267,"TS":"2025-08-22T19:52:59.575","TID":1,"PID":1,"M":21,"S":14,"PLID":199661,"PLUUID":"x4qyxhfr2vi007sazoqe5vit","PN":"D. Upamecano","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":28.7,"Y":32.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.3"]},{"I":141,"V":["48.8"]},{"I":212,"V":["10.82015"]},{"I":213,"V":["1.609622"]},{"I":318,"V":["0.00000622"]}]}}}
[2025-08-23 00:23:07.464] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":268,"TS":"2025-08-22T19:53:03.175","TID":1,"PID":1,"M":21,"S":18,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":32.3,"Y":50.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["57.3"]},{"I":141,"V":["96.6"]},{"I":212,"V":["40.67899"]},{"I":213,"V":["0.8693853"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00010659"]}]}}}
[2025-08-23 00:23:08.724] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":269,"TS":"2025-08-22T19:53:07.128","TID":1,"PID":1,"M":21,"S":22,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":59.6,"Y":97.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["57.6"]},{"I":141,"V":["89.4"]},{"I":212,"V":["5.641427"]},{"I":213,"V":["4.330961"]},{"I":318,"V":["0.000119"]}]}}}
[2025-08-23 00:23:10.264] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":157,"TS":"2025-08-22T19:53:10.5","TID":49,"PID":1,"M":21,"S":25,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":32.7,"Y":16.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 00:23:10.674] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":270,"TS":"2025-08-22T19:53:09.991","TID":1,"PID":1,"M":21,"S":25,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":65,"Y":84.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.5"]},{"I":141,"V":["70.5"]},{"I":212,"V":["12.56578"]},{"I":213,"V":["5.389703"]}]}}}
[2025-08-23 00:23:11.101] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":158,"TS":"2025-08-22T19:53:10.262","TID":1,"PID":1,"M":21,"S":25,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":32.5,"Y":16.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.3"]},{"I":141,"V":["9.4"]},{"I":212,"V":["6.839808"]},{"I":213,"V":["5.540807"]},{"I":318,"V":["0.00000876"]}]}}}
